MID,CATEGORY,SUB,MESSAGE,SEND_LOC
39545,안내,개인방역수칙,"[강남구청] 이번 주말도 나·너·우리의 건강을 위해 방역수칙을 철저히 지켜주세요. 자가격리자는 격리수칙 준수, 해제 직후 재검사바랍니다. gangnam.go.kr ",서울특별시 강남구
39556,안내,개인방역수칙,"[보령시청] 코로나19 감염 예방을 위해 종교 소모임 등 밀폐·밀집·밀접된 시설 방문을 자제하고, 일상에서는 반드시 마스크를 착용하여 청정보령을 지켜주세요. ",충청남도 보령시
39557,안내,행정안내,[옥천군청] 코로나19 확산방지를 위하여 옥천읍 및 청산면 5일장을 코로나19 상황 안정시까지 임시휴장함을 알려드립니다. ,충청북도 옥천군
39562,안내,발생현황,"[진도군청]광주에서 확진자 지속 발생. 광주 ·수도권 등 타지역이나 예식장·장례식장 ·다중 밀집·밀접장소 방문을 자제하시고, 마스크착용을 생활화 합시다. ",전라남도 진도군
39572,안내,행정안내,"[장성군청]코로나19감염병 확산방지를 위해7.4(토)~7.17(금)/14일간 실내50인 이상, 실외100인 이상 집합·모임·행사 집합제한 행정조치를 시행합니다. ",전라남도 장성군
39574,안내,개인방역수칙,"[광주광역시]이번주말 불요불급한 외출과 많은사람이 모이는 장소(예식장/장례식장/교회등), 각종행사 참석은 자제바라며 마스크착용등 방역수칙을 꼭 지켜주시기 바랍니다 ",광주광역시 전체
39577,안내,발생현황,[강진군청] 최근 광주에서 코로나19 집단감염 확진자가 많이 발생하고 있음에 따라 군민여러분께서는 광주지역 등 타지역 방문을 가급적 자제하시고 ,전라남도 강진군
39578,안내,개인방역수칙,[강진군청] 여러 사람이 모이는 실내 또는 다중이용시설에서는 마스크를 “꼭” 착용하여 주시기 바랍니다. ,전라남도 강진군
39599,안내,발생현황,"[무안군청] 종교시설 관련하여 코로나19 집단감염이 증가하고 있으니 이용을 자제하여 주시고 이용 시 반드시 마스크착용, 거리두기 등 개인방역지침을 지킵시다! ",전라남도 무안군
39600,안내,발생현황,"[대구시]코로나19가 수도권에 이어 전국적으로 확산되는 상황입니다. 주말모임 및 종교활동시 띄어앉기, 마스크쓰기, 손씻기 등 방역수칙을 꼭 지켜주시기 바랍니다. ",대구광역시 전체
39602,안내,발생현황,"[전남도청]광주ㆍ전남 코로나 확진자가 종교시설을 통해 많이 전파되고 있으니, 종교활동은 가급적 온라인으로 하시고 불가피하면 마스크착용과 거리두기를 꼭 실천바랍니다 ",전라남도 전체
39606,안내,발생현황,"[해남군청] 종교시설 관련하여 코로나19 집단감염이 증가하고 있으니 참여를 자제하여 주시고 참여 시 반드시 마스크 착용, 거리두기 등 개인방역수칙을 실천바랍니다. ",전라남도 해남군
39611,안내,발생현황,"[전남도청] 광주ㆍ전남에 급속히 번지는 코로나로부터 우리를 지키기 위해 외출을 자제하시고, 마스크 착용과 거리두기를 반드시 실천해 주십시오. ",전라남도 전체
39622,안내,발생현황,[전라북도청] 타 지역 종교시설을 통한 코로나19 확진자 발생이 지속되고 있습니다. 주말 종교시설 예배시 방역수칙의 철저한 준수 및 소모임 자제를 당부드립니다. ,전라북도 전체
39630,안내,개인방역수칙,"[익산시청] 종교집회, 각종 행사, 소모임을 자제해주세요.나와 사랑하는 가족을 위해 밀폐, 밀집 장소는 출입 자제 부탁드립니다. 마스크가 백신 입니다. ",전라북도 익산시
39633,안내,개인방역수칙,"[장성군청]주말 사람이 많은 장소(예식장,장례식장,교회 등)와 각종 모임, 외출을 자제해 주시고 반드시 마스크 착용 및 방역수칙을 준수해 주시기 바랍니다. ",전라남도 장성군
39634,안내,개인방역수칙,"[전남도청] 휴일 사람이 많이 모이는 종교시설, 예식장, 장례식장의 방문과 외출을 최대한 자제하시기 바라며, 대중교통·다중이용시설에서는 마스크를 꼭 착용해주세요. ",전라남도 전체
39635,안내,개인방역수칙,"[광주광역시]오늘 종교활동은 가급적 온라인으로 대체해 주시고 불요불급한 외출, 다중이용시설 방문은 자제바라며, 외출시엔 반드시 마스크를 착용하시기 바랍니다. ",광주광역시 전체
39636,안내,개인방역수칙,"[광명시청] 코로나19 예방을 위하여 종교시설, 소규모 모임 등 고위험 방역 취약시설 방문자제하고. 마스크착용, 손씻기, 거리두기 등 개인방역수칙 준수 바랍니다. ",경기도 광명시
39637,안내,개인방역수칙,"[담양군청] 주말 행사,예배,모임 참석자제와 나,너,우리지역을 코로나19로부터 지킬 수 있도록 군민들께 마스크 쓰기 호소드립니다. '마스크'가 백신입니다. ",전라남도 담양군
39638,안내,발생현황,"[장흥군청] 최근 인근지역 코로나19 확진자 다수발생. ①광주, 수도권 등 타지역 방문자제 ②반드시 마스크 착용 ③예식장, 장례식장 등 다중밀집,밀접장소 방문자제 ",전라남도 장흥군
39639,안내,개인방역수칙,"[장흥군청] ④종교시설, 소모임, 술자리 등 밀폐된 장소 방문 자제 ⑤의심 증상이 있을 경우 장흥군보건소(061-860-6481)로 연락바랍니다. ",전라남도 장흥군
39641,안내,발생현황,"[강진군청]전남함평, 영광 등에서도 확진자가 발생함에 따라 군민들께서는 주말 종교예배, 예불, 미사, 모임을 삼가주시고 외출시 마스크 ""꼭"" 착용하시기 바랍니다. ",전라남도 강진군
39642,안내,발생현황,"[창녕군청]휴일 사람들이 많이 모이는 종교행사,타지역방문,3밀시설(밀폐,밀접,밀집) 방문 자제해 주시고, 마스크착용과 손씻기 등 생활방역수칙 꼭 준수 바랍니다. ",경상남도 창녕군
39643,안내,발생현황,"[보령시청] 코로나 지역감염 전국으로 확산 중. 밀폐시설에서 종교모임, 다중시설 방문 등을 자제하고, 마스크 착용, 손씻기, 거리두기 등 방역수칙 준수 바랍니다. ",충청남도 보령시
39645,안내,개인방역수칙,"[순창군청] 주말 종교활동, 모임, 타지역 방문 자제 당부드립니다. 코로나 방역의 시작과 끝은 '마스크쓰기' 입니다. 나와 이웃을 위해 마스크 착용 바랍니다. ",전라북도 순창군
39646,안내,개인방역수칙,"[중앙재난안전대책본부] 주말 종교시설, 예식장에서 마스크 착용 등 방역수칙을 준수하고, 방문시에도 밀집된 공간의 소모임은 피하고 노래 부르기는 자제해 주세요 ","강원도 전체,경기도 전체,경상남도 전체,경상북도 전체,광주광역시 전체,대구광역시 전체,대전광역시 전체,부산광역시 전체,서울특별시 전체,울산광역시 전체,인천광역시 전체,전라남도 전체,전라북도 전체,제주특별자치도 전체,충청남도 전체,충청북도 전체,세종특별자치시"
39647,안내,개인방역수칙,"[김해시청] 주말 소모임, 종교행사, 침방울 튀는 노래부르기 등 자제하여 주시기 바랍니다. '마스크'가 백신입니다. 마스크 착용을 생활화 하여 주시기 바랍니다. ",경상남도 김해시
39648,안내,개인방역수칙,"[무안군청] 주말 종교활동, 모임, 타지역 방문 자제 당부드립니다. 코로나 방역의 시작과 끝은 '마스크쓰기' 입니다. 나와 이웃을 위해 마스크 착용 바랍니다 ",전라남도 무안군
39649,안내,발생현황,"[완도군청] 최근 광주에서 코로나19 확진자 다수 발생, 군민들께서는 광주지역 등 타지역 방문을 자제하여 주시고 외출 시 마스크를 꼭 착용하여 주시기 바랍니다. ",전라남도 완도군
39650,안내,발생현황,"[해남군청] 전남 나주, 영광에서 확진자 발생. 군민들께서는 주말 종교활동 및 외출을 자제하여 주시고, 외출 시 마스크 착용 및 개인방역수칙을 실천바랍니다. ",전라남도 해남군
39653,안내,개인방역수칙,"[함양군]종교행사 참여시 생활 속 거리두기 방역지침 준수 마스크쓰기, 자리띄어앉기, 대화 자제, 공동배식자제, 유증상시 종교행사 참석하지 않기를 실천해주세요 ",경상남도 함양군
39654,안내,발생현황,"[경상북도청]수도권을 중심으로 소규모·산발, 깜깜이 등 집단감염이 확산되고 있습니다. 마스크착용 등 생활속 거리두기 방역 수칙을 준수하여 지역 감염을 차단합시다. ",경상북도 전체
39659,안내,개인방역수칙,"[영광군청]선별진료소 방문 차량이용 시 : 드라이브 스루방식, 마스크착용, 자차이용/도보이용 시 : 마스크착용, 개인위생수칙준수 바랍니다. ",전라남도 영광군
39664,안내,개인방역수칙,"[강남구청]교회,예식장,전시장 등 다중시설 마스크 쓰기, 거리두기 등 준수 바랍니다. 자가격리 해제자 검사, 입국자 사전신고 요망 gangnam.go.kr ",서울특별시 강남구
39667,안내,개인방역수칙,"[태안군청]코로나19 예방 위해 2M 거리유지,식사 중 대화자제,해수욕장,유원지에서 마스크 착용 당부<해수욕장 입구(만리포,몽산포) 발열체크 협조 부탁드립니다.> ",충청남도 태안군
39678,안내,발생현황,"[광주광역시]최근 확진자가 다수 발생하여 이동동선 공개가 다소 지연되고 있습니다. 광주47~97번 확진자 동선은 우리시 홈페이지, 블로그에서 확인할 수 있습니다. ",광주광역시 전체
39680,안내,개인방역수칙,"[해운대구청]주말 구남로 및 해수욕장 등에서 마스크 착용 등 방역수칙을 준수하고, 불꽃놀이를 금지하여주시기 바랍니다. ",부산광역시 해운대구
39686,안내,발생현황,"[무주군청] 대전, 광주 등 코로나19 감염경로가 분명치 않은 환자 확산세 심각. 가급적 타 지역 방문 자제. 손씻기, 마스크 착용 등 방역수칙 준수바랍니다. ",전라북도 무주군
39693,안내,발생현황,"[문경시청]코로나19가 전국적으로 확산되고 있어 우리지역에도 무증상 감염자가 있을 것으로 추정되니 손을 자주 씻고, 외출 시 마스크를 착용하여 주시기 바랍니다. ",경상북도 문경시
39694,안내,개인방역수칙,"[문경시청]또한 생활 속 거리두기 및 예방수칙을 반드시 지켜주시기를 바라며, 확진자와 접촉하셨거나 코로나 증상이 의심되면 외출하지 마시고 보건소로 상담바랍니다. ",경상북도 문경시
39695,안내,개인방역수칙,"[부안군청] 해수욕장 및 음식점, 다중이용시설 이용시 [마스크착용] 철저히 준수하여 청정부안을 유지할 수 있도록 동참해주시기 바랍니다. ",전라북도 부안군
39696,안내,발생현황,"[장성군청]최근 광주, 전남(함평,영광)지역에 확진자가 다수 발생하고 있습니다. 예방을 위해 마스크 착용하시고, 확진자와 동선이 겹치는분은 보건소에 신고바랍니다. ",전라남도 장성군
39698,안내,발생현황,"[대구시] 최근 학원 확진자 동선 시공식블로그( vo.la/ac3AY ), 시홈페이지에 공개, 동선이 중복되는 시민은 외출 자제 및 보건소 상담 후 검사바랍니다 ",대구광역시 전체
39699,안내,발생현황,"[장흥군청] 전남 2명(함평,영광), 광주광역시 15명 확진자 추가 발생, 타지역 방문을 자제하시고, 언제 어디서나 마스크를 꼭 착용해 주시기 바랍니다. ",전라남도 장흥군
39704,안내,발생현황,"[여수시청]광주,전남(함평,영광)지역에 확진자가 다수 발생하고 있으니 타지역방문자제,꼭 마스크착용,확진자와 동선이 겹치는 분은 보건소(659-4252)연락바랍니다 ",전라남도 여수시
39705,안내,발생현황,"[순창군청1] 6.27~7.5 기간 중 광주 확진자 77명, 전남 다수 발생. 외출 시 마스크 착용은 필수이며 타 지역 방문 자제 바랍니다. ",전라북도 순창군
